collected_date,reported_date,lcc_name,municipality,confirmed_child_cases,confirmed_staff_provider_cases,confirmed_unspecified_cases,total_confirmed_cases
2021-04-27,2021-04-28,Chester Junior Y (YMCA),Toronto,1,0,0,1
2021-04-27,2021-04-28,Chester Le Early Learning & Child Care Centre,Toronto,1,0,0,1
2021-04-27,2021-04-28,Child Care Centre,Borden,1,0,0,1
2021-04-27,2021-04-28,Children Are People - (Ideal Child Services Group),Toronto,0,1,0,1
2021-04-27,2021-04-28,Children's Circle of St. Barnabas,Toronto,0,2,0,2
2021-04-27,2021-04-28,Children's Village at Findlay Creek,Ottawa,1,0,0,1
2021-04-27,2021-04-28,Children's Village at Klondike,Ottawa,1,0,0,1
2021-04-27,2021-04-28,Children's Village Day Care Centre (225 Markham Road),Toronto,0,1,0,1
2021-04-27,2021-04-28,Childspace Day Care Corporation # 2 (690 Carlaw),Toronto,1,0,0,1
2021-04-27,2021-04-28,Childventures Early Learning Academy Inc.,Milton,4,4,0,8
2021-04-27,2021-04-28,Circles In The Sun Day Care Services (PHDC),Toronto,0,1,0,1
2021-04-27,2021-04-28,City Kids Early Learning & Child Care Centre,Toronto,0,2,0,2
2021-04-27,2021-04-28,Clarkson Angels Childcare and Educational Centre,Mississauga,0,2,0,2
2021-04-27,2021-04-28,Cliffcrest Day Care Centre (2938 Eglinton Avenue East),Toronto,2,1,0,3
2021-04-27,2021-04-28,Cole Street Early Learning & Child Care Centre,Toronto,1,2,0,3
2021-04-27,2021-04-28,Columbus Early Learning Centres,Toronto,7,4,0,11
2021-04-27,2021-04-28,Community of Maple Child Care Services - Father John Kelly,Vaughan,1,0,0,1
2021-04-27,2021-04-28,CORNERVIEW YMCA CHILDCARE,St. Thomas,1,0,0,1
2021-04-27,2021-04-28,CREATIVE CHILDREN'S MONTESSORI SCHOOL,Caledon,2,0,0,2
2021-04-27,2021-04-28,Creative Minds children services inc,Brantford,1,3,0,4
2021-04-27,2021-04-28,Crestview School Age Program (YMCA),Toronto,1,0,0,1
2021-04-27,2021-04-28,Crestway Early Learning Centre,Ottawa,3,0,0,3
2021-04-27,2021-04-28,Cudley Corner Child Care Centre,Milton,1,0,0,1
2021-04-27,2021-04-28,Curiosity Child Care,Scugog,2,0,0,2
2021-04-27,2021-04-28,CUTIES & PATOOTIES,Newmarket,1,0,0,1
2021-04-27,2021-04-28,Dalemount Child Care Inc.,Toronto,0,1,0,1
2021-04-27,2021-04-28,Dalhouse Parent's Daycare Centre,Ottawa,0,1,0,1
2021-04-27,2021-04-28,Dandylion Day Care Centre,Toronto,0,2,0,2
2021-04-27,2021-04-28,Dane Avenue Child Care Centre,Toronto,0,1,0,1
2021-04-27,2021-04-28,Deer Park Childcare Ltd.,Whitchurch-Stouffville,0,1,0,1
2021-04-27,2021-04-28,Discovery Preschool on 7 Inc.,Markham,0,1,0,1
2021-04-27,2021-04-28,Dr. Ernest Couture Child Care Centre,Ottawa,0,2,0,2
2021-04-27,2021-04-28,Dr. G.J. MacGillivray YMCA Schoolage Program,Clarington,0,1,0,1
2021-04-27,2021-04-28,Dublin Heights Community Child Care Inc.,Toronto,0,1,0,1
2021-04-27,2021-04-28,Duke of Cambridge Before and After School Age Program,Clarington,1,0,0,1
2021-04-27,2021-04-28,Early Adventures Nursery School & Child Care Ltd. (200 Melrose St.),Toronto,0,2,0,2
2021-04-27,2021-04-28,Early Blooms Montessori,Peterbourough,3,0,0,3
2021-04-27,2021-04-28,EARLY LEARNING CENTRE - DALEWOOD SITE,St. Thomas,1,0,0,1
2021-04-27,2021-04-28,Eastside Club Day Care - 100 Galloway Road,Toronto,0,1,0,1
2021-04-27,2021-04-28,Edgeley Early Learning & Child Care Centre,Toronto,0,2,0,2
2021-04-27,2021-04-28,Edna Thomson Early Learning and Child Care Centre,Clarington,1,1,0,2
2021-04-27,2021-04-28,Edukids Day Care Centre of Norfolk,Norfolk County,1,0,0,1
2021-04-27,2021-04-28,Eh to Zed Preschool Canada Early Learning Academy,Aurora,1,2,0,3
2021-04-27,2021-04-28,Elkhorn Junior Y - (YMCA),Toronto,0,1,0,1
2021-04-27,2021-04-28,Elsie Stapleford Child Care Centre,Ottawa,1,0,0,1
2021-04-27,2021-04-28,Enriched Child Care Learning Centre  (op:  Unique Care Ltd.),Toronto,0,1,0,1
2021-04-27,2021-04-28,Evangel Day Care Centre,Oshawa,5,0,0,5
2021-04-27,2021-04-28,EYES Childcare Burlington 665,Burlington,1,2,0,3
2021-04-27,2021-04-28,EYET - Crescent Town Centre,Toronto,0,2,0,2
2021-04-27,2021-04-28,Fairy Glen Day Care Care Centre - Jeanne Sauve,Oshawa,0,1,0,1
2021-04-27,2021-04-28,FAITH DAY NURSERY,London,2,5,0,7
2021-04-27,2021-04-28,Falstaff Early Learning & Child Care Centre,Toronto,2,0,0,2
2021-04-27,2021-04-28,Family Day Care Services - Home Child Care (PHDC) (seven locations),Toronto,6,3,0,9
2021-04-27,2021-04-28,Family Day Care Services - Thornhill Child Care Centre,Markham,0,3,0,3
2021-04-27,2021-04-28,Family Day Care Services - Tony Pontes Early Learning and Child Care Centre,Caledon,0,1,0,1
2021-04-27,2021-04-28,Fenside Drive Children's Centre Inc.,Toronto,1,0,0,1
2021-04-27,2021-04-28,Firgrove Early Learning & Child Care Centre,Toronto,1,1,0,2
2021-04-27,2021-04-28,First Class Children's Centre,Hamilton,3,3,0,6
2021-04-27,2021-04-28,First Stage Child Care Centre (2580 Kipling Ave),Toronto,1,0,0,1
2021-04-27,2021-04-28,First Stage Child Care Centre - Highfield,Toronto,0,1,0,1
2021-04-27,2021-04-28,Flemingdon Early Learning & Child Care Centre,Toronto,1,0,0,1
2021-04-27,2021-04-28,For Kid's Sake Day Care Services Inc.,Mississauga,0,1,0,1
2021-04-27,2021-04-28,Forum Italia Child Care Center,Mississauga,0,1,0,1
2021-04-27,2021-04-28,Foster's Farm Day Care Centre,Ottawa,1,0,0,1
2021-04-27,2021-04-28,Franco-Sol - Georges P Vanier,Windsor,0,1,0,1
2021-04-27,2021-04-28,Fraser School - Community Day Care Centre,Toronto,0,1,0,1
2021-04-27,2021-04-28,Fun on the Run - Nellie McClung,Vaughan,1,0,0,1
2021-04-27,2021-04-28,Fun on the Run Pope Francis,Vaughan,1,0,0,1
2021-04-27,2021-04-28,Gan Chabad Preschool,Toronto,2,1,0,3
2021-04-27,2021-04-28,Ganon Preschool,Ottawa,1,0,0,1
2021-04-27,2021-04-28,Garderie Du Cercle De L'Amitie,Brampton,1,0,0,1
2021-04-27,2021-04-28,Garderie Heritage Child Care Centre,Ottawa,1,0,0,1
2021-04-27,2021-04-28,Garderie Rayon de Soleil,Toronto,0,3,0,3
2021-04-27,2021-04-28,George Brown - Casa Loma Child Care Centre,Toronto,1,0,0,1
2021-04-27,2021-04-28,George Brown - Queen Street Day Care Centre,Toronto,0,1,0,1
2021-04-27,2021-04-28,George Brown - Richmond Adelaide Childcare Centre,Toronto,0,1,0,1
2021-04-27,2021-04-28,George Webster YMCA Child Care,Toronto,0,1,0,1
2021-04-27,2021-04-28,Gerrard Early Learning Centre (Plato Adult Education Centre of Toronto),Toronto,0,1,0,1
2021-04-27,2021-04-28,Glebe Parents' Day Care Centre,Ottawa,0,1,0,1
2021-04-27,2021-04-28,Glebe Parent's Daycare Mutchmor Campus,Ottawa,0,1,0,1
2021-04-27,2021-04-28,Global Home Child Care (two locations),Ottawa,3,1,0,4
2021-04-27,2021-04-28,Golf Road School Child Care Centre Inc.,Toronto,1,0,0,1
2021-04-27,2021-04-28,Goodness Childcare Centre,Vaughan,1,3,0,4
2021-04-27,2021-04-28,Good Shepherd Day Care Centre (Association of Chinese Evangelical Ministries),Toronto,0,1,0,1
2021-04-27,2021-04-28,Gormley Daycare Centre - Full Day,Whitchurch-Stouffville,0,1,0,1
2021-04-27,2021-04-28,Grace Church-On-The-Hill Child Care Centre (Church Wardens of Grace),Toronto,0,1,0,1
2021-04-27,2021-04-28,Growing Steps Child Care Centre (4105 Lawrence Avenue East),Toronto,5,4,0,9
2021-04-27,2021-04-28,Growing Tykes Child Care (5150 Dundas Street West),Toronto,4,6,0,10
2021-04-27,2021-04-28,HAKUNA MATATA CHILD CARE INC,Mississauga,3,2,0,5
2021-04-27,2021-04-28,HAM./BURL YMCA - YMCA SACC - ALEXANDER,Burlington,2,0,0,2
2021-04-27,2021-04-28,Hamilton Hebrew Academy,Hamilton,0,3,0,3
2021-04-27,2021-04-28,Happy Day Child Care Centre - (341940 Ontario Limited),Toronto,0,1,0,1
2021-04-27,2021-04-28,HAPPY KIDS CHILD CARE INC,Ajax,1,0,0,1
2021-04-27,2021-04-28,Happy Life Child Care Centre,Brampton,10,5,0,15
2021-04-27,2021-04-28,Heart of the Family Childcare Centre,Cornwall,1,0,0,1
2021-04-27,2021-04-28,Helping Hands Daycare - Rougemount,Pickering,0,2,0,2
2021-04-27,2021-04-28,Helping Hands - Whitby,Oshawa,1,0,0,1
2021-04-27,2021-04-28,Heritage Green Mount Albion,Hamilton,2,1,0,3
2021-04-27,2021-04-28,Hester How Day Care Centre,Toronto,0,1,0,1
2021-04-27,2021-04-28,Hiawatha First Nation Child Care Centre,Otonabee-South Monaghan,1,0,0,1
2021-04-27,2021-04-28,Hillmount Child Care Centre,Toronto,1,1,0,2
2021-04-27,2021-04-28,Hilltop Day Care Centre Inc.,Toronto,1,0,0,1
2021-04-27,2021-04-28,Holy Spirit YMCA Child Care (YMCA),Toronto,1,0,0,1
2021-04-27,2021-04-28,Hopscotch Daycare Services Ltd.,Newmarket,1,0,0,1
2021-04-27,2021-04-28,Humber Child Development Centre   (Humber College (205 Humber College Blvd.),Toronto,1,0,0,1
2021-04-27,2021-04-28,Humewood House Infant Centre (Licensed Day Care),Toronto,0,1,0,1
2021-04-27,2021-04-28,Hydrokids - OPG,Toronto,4,2,0,6
2021-04-27,2021-04-28,Ikebata Nursery School,Toronto,1,0,0,1
2021-04-27,2021-04-28,Infant Jesus Kindergarten & Nursery,Hamilton,0,1,0,1
2021-04-27,2021-04-28,INGERSOLL CHILDREN'S CENTRE,Ingersoll,0,1,0,1
2021-04-27,2021-04-28,"Inventiveminds Child, Youth Family Services",Markham,1,1,0,2
2021-04-27,2021-04-28,Jackson Trails Early Learning Centre,Ottawa,1,0,0,1
2021-04-27,2021-04-28,Jamesville Children's Centre,Hamilton,0,1,0,1
2021-04-27,2021-04-28,Jesse Ketchum Early Learning & Child Care Centre,Toronto,1,0,0,1
2021-04-27,2021-04-28,JingBao Bilingual Children's Centre (2350 McCowan Road),Toronto,1,0,0,1
2021-04-27,2021-04-28,JingBao (Downtown) Bilingual Children's Centre (96 Denison Avenue),Toronto,1,0,0,1
2021-04-27,2021-04-28,JMFC Child Care,Sarnia,0,1,0,1
2021-04-27,2021-04-28,John English YMCA,Toronto,0,1,0,1
2021-04-27,2021-04-28,Jubilee Child Care Centre,Toronto,2,3,0,5
2021-04-27,2021-04-28,Just 4 Moms and Kids Co-operative Corporation,Brant,1,2,0,3
2021-04-27,2021-04-28,Kampus Kids Commonwealth,Brockville,1,5,0,6
2021-04-27,2021-04-28,Kanata Heritage Child Care Centre,Ottawa,0,1,0,1
2021-04-27,2021-04-28,Kawehnoke Child Care Centre,Akwesasne,1,0,0,1
2021-04-27,2021-04-28,Kennedy Rd.N YMCA Child Care Centre,Brampton,1,0,0,1
2021-04-27,2021-04-28,Kids' Campus Child Care Centre - da Vinci,Ajax,0,1,0,1
2021-04-27,2021-04-28,Kids & Company - Bloor Street Site,Toronto,1,0,0,1
2021-04-27,2021-04-28,Kids & Company Dundas,Oakville,1,0,0,1
2021-04-27,2021-04-28,Kids & Company - Kanata,Ottawa,1,0,0,1
2021-04-27,2021-04-28,Kids & Company Queen West,Toronto,0,1,0,1
2021-04-27,2021-04-28,Kids & Company - Robert Speck Parkway,Mississauga,1,0,0,1
2021-04-27,2021-04-28,Kids & Company Stoney Creek,Hamilton,0,1,0,1
2021-04-27,2021-04-28,Kids & Company Westboro,Ottawa,1,1,0,2
2021-04-27,2021-04-28,Kids Korner,Toronto,0,1,0,1
2021-04-27,2021-04-28,Kids Palace Nursery School,Mississauga,1,0,0,1
2021-04-27,2021-04-28,Kids Zone Childcare Centre,Mississauga,1,1,0,2
2021-04-27,2021-04-28,Kidtopia Child Care Centre,Mississauga,1,0,0,1
2021-04-27,2021-04-28,Kidzdome Preschool - Nelles,Grimsby,2,0,0,2
2021-04-27,2021-04-28,"Kidz ""R"" Us Daycare",Newmarket,0,1,0,1
2021-04-27,2021-04-28,Kimbercroft Day Nurseries # 2 (39 Kimbercroft Court),Toronto,1,0,0,1
2021-04-27,2021-04-28,Kinder Corner Inc. Day Care Centre,Whitby,1,0,0,1
2021-04-27,2021-04-28,KINDER GROVE ST. CLAIR,Toronto,0,1,0,1
2021-04-27,2021-04-28,Kinder Kids International Preschool,Mississauga,1,0,0,1
2021-04-27,2021-04-28,Kodomoen Childcare Centre,Toronto,1,0,0,1
2021-04-27,2021-04-28,Kreative Kids PHDC,Orangeville,0,1,0,1
2021-04-27,2021-04-28,La Boîte à soleil - Franco-Niagara,Welland,1,0,0,1
2021-04-27,2021-04-28,La Boîte à soleil - Nouvel Horizon,Welland,2,2,0,4
2021-04-27,2021-04-28,"La Coccinelle, Arc-en-Ciel",Ottawa,2,0,0,2
2021-04-27,2021-04-28,"La Coccinelle, De La Découverte",Ottawa,2,0,0,2
2021-04-27,2021-04-28,"La Coccinelle, Le Prélude",Ottawa,1,0,0,1
2021-04-27,2021-04-28,Lady Bug Day Care  (943241 Ontario Inc.),Toronto,5,0,0,5
2021-04-27,2021-04-28,Lakewoods ELCC Before and After School,Oshawa,0,1,0,1
2021-04-27,2021-04-28,Lambton Park Child Care Centre,Toronto,1,0,0,1
2021-04-27,2021-04-28,Learning Jungle School - Buttonwood Campus (1584333 Ontario Inc.),Toronto,1,0,0,1
2021-04-27,2021-04-28,Leaside Children's House,Toronto,1,1,0,2
2021-04-27,2021-04-28,Leaside Day Care Centre (Rolph Road Day Care),Toronto,3,1,0,4
2021-04-27,2021-04-28,"Le Cerf-Volant, école Marius Barbeau",Ottawa,1,1,0,2
2021-04-27,2021-04-28,"Le Cerf-Volant, George-Étienne-Cartier",Ottawa,1,0,0,1
2021-04-27,2021-04-28,LEF - Romero Bears Child Care Centre,Toronto,2,1,0,3
2021-04-27,2021-04-28,Legacy YMCA Child Care,Markham,0,1,0,1
2021-04-27,2021-04-28,Le Petit Chaperon Rouge - Coxwell,Toronto,7,6,0,13
2021-04-27,2021-04-28,Le Petit Chaperon Rouge d'Etobicoke  (Facility #12270),Toronto,0,1,0,1
2021-04-27,2021-04-28,Le Petit Chaperon Rouge - Richview,Toronto,0,1,0,1
2021-04-27,2021-04-28,L'Escale de L'ecole Ste-Jeanne d'Arc,London,1,0,0,1
2021-04-27,2021-04-28,Les Lucioles Ajax,Ajax,2,0,0,2
2021-04-27,2021-04-28,Les Lucioles Oshawa,Oshawa,0,1,0,1
2021-04-27,2021-04-28,Life-Bridge Child Care,Toronto,1,0,0,1
2021-04-27,2021-04-28,Little Bloomers Childcare Centre,Brampton,4,2,0,6
2021-04-27,2021-04-28,Little Bright Stars Learning Centre,Mississauga,1,0,0,1
2021-04-27,2021-04-28,Little Giants Childcare Centre Inc.,Toronto,0,2,0,2
2021-04-27,2021-04-28,Little Hands Children's Learning Centre # 3,Milton,4,1,0,5
2021-04-27,2021-04-28,Little Leaders Licensed Home Child Care Agency,Burlington,1,1,0,2
2021-04-27,2021-04-28,Little Stars Daycare,Brampton,3,1,0,4
2021-04-27,2021-04-28,Little Superstars Montessori and Daycare,Mississauga,2,1,0,3
2021-04-27,2021-04-28,Little Tots' Manor Inc. (211 Belsize Drive),Toronto,2,1,0,3
2021-04-27,2021-04-28,Little Valley Montessori,Richmond Hill,1,0,0,1
2021-04-27,2021-04-28,London French Day Care Centre Inc.,London,0,1,0,1
2021-04-27,2021-04-28,Lori Gardens Centre for Early Learning (Centres for Early Learning Inc.),Toronto,3,4,0,7
2021-04-27,2021-04-28,Lullaboo Nursery and Childcare Center,Toronto,0,1,0,1
2021-04-27,2021-04-28,Lullaboo Nursery and Childcare Centre Inc.,Mississauga,3,2,0,5
2021-04-27,2021-04-28,Lullaboo Nursery and Child Care Centre - Maple,Vaughan,4,3,0,7
2021-04-27,2021-04-28,Lullaboo Nursery & Childcare Center,Cambridge,1,0,0,1
2021-04-27,2021-04-28,Macaulay Child Development Centre/F.H. Miller,Toronto,0,1,0,1
2021-04-27,2021-04-28,Macaulay Child Development Centre (The) (PHDC) (six locations),Toronto,2,5,0,7
2021-04-27,2021-04-28,Mackenzie Health Child Care and Early Learning Centre,Richmond Hill,1,0,0,1
2021-04-27,2021-04-28,Macklin House Day Care Centre Inc.,Markham,0,1,0,1
2021-04-27,2021-04-28,Magic Balloon Child Care Centre Inc.,Newmarket,2,0,0,2
2021-04-27,2021-04-28,Magic Pencils Learning Centre Inc.,Toronto,0,1,0,1
2021-04-27,2021-04-28,Makonsag Indigenous Child Care: Courtwood,Ottawa,0,1,0,1
2021-04-27,2021-04-28,MA PETITE MAISON CHILD CARE INC.,Mississauga,0,2,0,2
2021-04-27,2021-04-28,Maple Children's Montessori School,Vaughan,1,0,0,1
2021-04-27,2021-04-28,Marander Montessori School Inc.,Markham,1,1,0,2
2021-04-27,2021-04-28,Marchwood Early Learning Centre,Ottawa,1,1,0,2
2021-04-27,2021-04-28,Marguerite Butt Early Learning & Child Care Centre,Toronto,1,2,0,3
2021-04-27,2021-04-28,Maria Montessori School Young Children's Community,Toronto,1,0,0,1
2021-04-27,2021-04-28,Market Lane Early Learning Centre,Vaughan,1,0,0,1
2021-04-27,2021-04-28,Martin Luther Church Day Nursery Inc.,Toronto,0,1,0,1
2021-04-27,2021-04-28,Martin Street YMCA,Milton,2,0,0,2
2021-04-27,2021-04-28,McClellan Community Child Care Inc. - Light of Christ Child Care Centre,Aurora,3,2,0,5
2021-04-27,2021-04-28,McGivney Child Care Centre,Markham,2,0,0,2
2021-04-27,2021-04-28,Meadowvale Daycare Centre,Toronto,2,0,0,2
2021-04-27,2021-04-28,Metcalfe Home Day Care,Ottawa,0,1,0,1
2021-04-27,2021-04-28,Midland Child Care Centre - Chung Wah Tao Tak Tong (Ontario) Corporation,Toronto,1,0,0,1
2021-04-27,2021-04-28,MIFO école St. Joseph d'Orléans,Ottawa,0,1,0,1
2021-04-27,2021-04-28,Milestone Montessori,Ajax,7,3,0,10
2021-04-27,2021-04-28,Mindtech Montessori School - North Campus,Markham,7,0,0,7
2021-04-27,2021-04-28,Mini Retreat Childcare Inc.,Lincoln,0,1,0,1
2021-04-27,2021-04-28,Mississauga Ridgeway YMCA Child Care Centre,Mississauga,1,0,0,1
2021-04-27,2021-04-28,Mississauga Valley YMCA Child Care Centre,Mississauga,1,1,0,2
2021-04-27,2021-04-28,MOFFAT CREEK CHILD CARE,Cambridge,0,1,0,1
2021-04-27,2021-04-28,Monkey See Monkey Do Beacon Hill Burlington,Burlington,0,1,0,1
2021-04-27,2021-04-28,Monkey See Monkey Do/Joshua's Creek,Oakville,2,1,0,3
2021-04-27,2021-04-28,Montessori Start Inc.,Toronto,4,0,0,4
2021-04-27,2021-04-28,Morningstar YMCA Child Care Centre,Mississauga,3,1,0,4
2021-04-27,2021-04-28,Mothercraft: Robertson House (32 Heath Street West),Toronto,1,4,0,5
2021-04-27,2021-04-28,Mount Pleasant Montessori,Brampton,1,1,0,2
2021-04-27,2021-04-28,MULBERRY BUSH CHILD CENTRE,London,1,0,0,1
2021-04-27,2021-04-28,Muppets Preschool Centre (Victoria Village) - 88 Sweeney Drive,Toronto,4,0,0,4
2021-04-27,2021-04-28,My Little Gan,Toronto,1,0,0,1
2021-04-27,2021-04-28,Nature and Nurture Childcare Services Inc.,Ottawa,1,0,0,1
2021-04-27,2021-04-28,Netivot HaTorah Day School,Vaughan,0,1,0,1
2021-04-27,2021-04-28,Network Child Care - Child's Nest Early Years and Child Care Centre -123 Cosburn,Toronto,2,1,0,3
2021-04-27,2021-04-28,NLCC - ST. PETER CANISIUS SITE,Warwick,1,1,0,2
2021-04-27,2021-04-28,Noah's Ark YMCA Child Care Centre,Brantford,1,1,0,2
2021-04-27,2021-04-28,North Etobicoke Junior Y. - (YMCA),Toronto,1,0,0,1
2021-04-27,2021-04-28,North Thornhill Children's Centre,Vaughan,0,1,0,1
2021-04-27,2021-04-28,Northview Advent Child Care,Toronto,1,0,0,1
2021-04-27,2021-04-28,Northwest Childhood Learning Centre Inc.,Toronto,1,0,0,1
2021-04-27,2021-04-28,North Woods Montessori School,London,0,1,0,1
2021-04-27,2021-04-28,Nottingham YMCA Schoolage,Ajax,0,1,0,1
2021-04-27,2021-04-28,"NUF House North, Inc",Vaughan,0,1,0,1
2021-04-27,2021-04-28,NYAD - Midland,Toronto,0,1,0,1
2021-04-27,2021-04-28,NYAD - Scarborough Village (15 Luella Street),Toronto,0,1,0,1
2021-04-27,2021-04-28,OAKVILLE FAMILY YMCA - OUR LADY OF PEACE JUNIOR YMCA,Oakville,2,0,0,2
2021-04-27,2021-04-28,Orchardview Montessori School,Ottawa,1,0,0,1
2021-04-27,2021-04-28,Orillia Central Preschool St Bernard's,Orillia,1,0,0,1
2021-04-27,2021-04-28,Parents Home Child Care of Ottawa,Ottawa,0,1,0,1
2021-04-27,2021-04-28,Parkview Children's Centre- The St Gregory School,Oakville,1,0,0,1
2021-04-27,2021-04-28,Parkview Children's Centre - The Village School,Oakville,0,1,0,1
2021-04-27,2021-04-28,Parkway Forest YMCA,Toronto,1,2,0,3
2021-04-27,2021-04-28,Petit Pearson Child Care - North York,Toronto,0,3,0,3
2021-04-27,2021-04-28,PICCADILLY PLACE EARLY CHILDHOOD LEARNING CENTRE - 282,London,1,0,0,1
2021-04-27,2021-04-28,Pickering Early Learning and Child Care Centre,Pickering,1,0,0,1
2021-04-27,2021-04-28,Pineview YMCA,Halton Hills,2,0,0,2
2021-04-27,2021-04-28,Pinnacle YMCA Childcare Program  (YMCA),Toronto,10,5,0,15
2021-04-27,2021-04-28,PLASP Active Learning Centre,Brampton,5,3,0,8
2021-04-27,2021-04-28,PLASP - All Saints Child Care Centre,Mississauga,0,1,0,1
2021-04-27,2021-04-28,PLASP - Arnott Charlton Public School,Brampton,1,1,0,2
2021-04-27,2021-04-28,PLASP - HOMESTEAD PUBLIC SCHOOL,Brampton,0,1,0,1
2021-04-27,2021-04-28,PLASP - Red Willow P.S.,Brampton,2,0,0,2
2021-04-27,2021-04-28,PLASP - Rowntree P.S.,Brampton,0,1,0,1
2021-04-27,2021-04-28,PLASP - St. Joachim C.S.,Brampton,1,1,0,2
2021-04-27,2021-04-28,PLASP - St. Pio of Pietrelcina,Mississauga,0,1,0,1
2021-04-27,2021-04-28,PLASP - St. Raphael Catholic School,Mississauga,0,1,0,1
2021-04-27,2021-04-28,Playbox Nursery Schools,Oakville,1,0,0,1
2021-04-27,2021-04-28,Playcare Early Learning Centre Inc.,Vaughan,1,1,0,2
2021-04-27,2021-04-28,Play Laugh Learn Child Care Centre,Aurora,1,0,0,1
2021-04-27,2021-04-28,Pluto Day Care - Activa,Kitchener,1,0,0,1
2021-04-27,2021-04-28,Port Colborne Regional Child Care Centre,Port Colborne,2,0,0,2
2021-04-27,2021-04-28,Preschool Petit Bateau Brampton Caledon,Caledon,0,3,0,3
2021-04-27,2021-04-28,Prince Charles YMCA School Age,Newmarket,1,0,0,1
2021-04-27,2021-04-28,Prodigy Learning Centre Inc.,Toronto,0,1,0,1
2021-04-27,2021-04-28,Progress Childcare (Scarborough Inc. #1)  (3 Glamorgan),Toronto,2,1,0,3
2021-04-27,2021-04-28,Prosserman JCC - Daycare and Preschool,Toronto,0,1,0,1
2021-04-27,2021-04-28,P.R.Y.D.E. St. Josephine Bakhita,Ajax,1,0,0,1
2021-04-27,2021-04-28,Pumpkin Patch Day Care Centre,Hamilton,1,0,0,1
2021-04-27,2021-04-28,"Queen of Hearts, Owen Sound",Owen Sound,12,4,0,16
2021-04-27,2021-04-28,Queensville Montessori Academy,East Gwillimbury,1,0,0,1
2021-04-27,2021-04-28,Queen Victoria YMCA Child Care Centre,Hamilton,1,0,0,1
2021-04-27,2021-04-28,Rainbow Visionary,Aurora,0,1,0,1
2021-04-27,2021-04-28,Rawlinson Early Learning & Child Care Centre,Toronto,2,0,0,2
2021-04-27,2021-04-28,Regional Niagara Home Child Care,Thorold,0,1,0,1
2021-04-27,2021-04-28,REKSAP Centres for Early Learning (Regina),Ottawa,1,0,0,1
2021-04-27,2021-04-28,Richmond Cooperative Nursery School,Ottawa,1,0,0,1
2021-04-27,2021-04-28,RICK HANSEN CHILDREN'S CENTRE,London,0,1,0,1
2021-04-27,2021-04-28,Rippleton Roadsters Child Care Program,Toronto,0,2,0,2
2021-04-27,2021-04-28,RisingOaks Early Learning - Lincoln Road,Waterloo,1,0,0,1
2021-04-27,2021-04-28,RisingOaks Early Learning - Saint John Paul II,Kitchener,1,0,0,1
2021-04-27,2021-04-28,RisingOaks Early Learning - St. Brigid,North Dumfries,1,0,0,1
2021-04-27,2021-04-28,Riverside Sunshine Daycare of Hamilton,Hamilton,6,6,0,12
2021-04-27,2021-04-28,Robert Munsch Kids Club,East Gwillimbury,0,1,0,1
2021-04-27,2021-04-28,Rolph Road Day Care (31 Rolph),Toronto,0,2,0,2
2021-04-27,2021-04-28,Rouge Park YMCA Child Care,Markham,0,1,0,1
2021-04-27,2021-04-28,ROWNTREE PARK EARLY CHILDHOOD LEARNING CENTRE,London,4,2,0,6
2021-04-27,2021-04-28,Royal Bear Childcare Centre,Oshawa,1,0,0,1
2021-04-27,2021-04-28,Royal Windsor Montessori & Daycare,Mississauga,1,0,0,1
2021-04-27,2021-04-28,Russell Barber Jr. Y,Brampton,1,1,0,2
2021-04-27,2021-04-28,Salvation Army Noah's Ark Day Care,Brampton,0,1,0,1
2021-04-27,2021-04-28,Scarborough Citadel Child Care,Toronto,0,1,0,1
2021-04-27,2021-04-28,Scarborough Junior Y (YMCA),Toronto,1,0,0,1
2021-04-27,2021-04-28,SCHOOL AGE PROGRAM - EMILY CARR PUBLIC SCHOOL,London,0,1,0,1
2021-04-27,2021-04-28,Schoolhouse Playcare - Cadarackque,Ajax,0,2,0,2
2021-04-27,2021-04-28,Schoolhouse Playcare - Elsie MacGill,Oshawa,0,1,0,1
2021-04-27,2021-04-28,Schoolhouse Playcare - Highbush,Pickering,0,1,0,1
2021-04-27,2021-04-28,Schoolhouse Playcare - Roland Michener,Ajax,2,2,0,4
2021-04-27,2021-04-28,Schwartz/Reisman Centre Daycare and Preschool,Vaughan,0,1,0,1
2021-04-27,2021-04-28,S.E.E.D.S. Childcare - St. Marguerite d'Youville,Barrie,1,1,0,2
2021-04-27,2021-04-28,Service à l'enfance Aladin Childcare Services,Ottawa,1,0,0,1
2021-04-27,2021-04-28,Sheppard Business Park Child Care Centre - Graydon Hall  (1220 Sheppard East),Toronto,1,0,0,1
2021-04-27,2021-04-28,Sheppard Square Child Care Centre - Graydon Hall (5600 Sheppard East),Toronto,0,1,0,1
2021-04-27,2021-04-28,SimplySmart Child Care Centre,Brampton,1,1,0,2
2021-04-27,2021-04-28,SimplySmart Child Care Centre-Hwy 27,Vaughan,0,1,0,1
2021-04-27,2021-04-28,Smart Start Learning Centre,Ajax,4,1,0,5
2021-04-27,2021-04-28,Songbirds Montessori School - Brampton West,Brampton,1,1,0,2
2021-04-27,2021-04-28,Springdale Learning Centre - Robert J. Lee PS,Brampton,1,0,0,1
2021-04-27,2021-04-28,St Agatha Catholic Before &  After School Program,Toronto,3,0,0,3
2021-04-27,2021-04-28,St. Ann - Ancaster Before and After School Program,Hamilton,1,0,0,1
