Date,Region,New_Tests,Total_Tests,Avg_Testing_Rate,Positivity,Turn_Around,Tests_epi_week
2020-07-20,BC,1712,238713,2454.8571428571427,1.35,24,17416
2020-07-20,Fraser,569,87989,798.5714285714286,1.61,22.6,6219
2020-07-20,Interior,349,34126,527.5714285714286,2.25,30.5,2622
2020-07-20,Northern,84,9731,80.28571428571429,1.6,7.9,690
2020-07-20,Unknown,0,0,NA,0,0,0
2020-07-20,Vancouver Coastal,525,71987,716.1428571428571,0.84,18.3,5422
2020-07-20,Vancouver Island,185,34837,332.2857142857143,0.34,24,2451
2020-07-21,BC,2796,241509,2494.285714285714,1.39,24,17416
2020-07-21,Fraser,932,88921,793.4285714285714,1.67,22.8,6219
2020-07-21,Interior,531,34657,563.4285714285714,2.23,29.2,2622
2020-07-21,Northern,60,9791,77.42857142857143,1.66,19,690
2020-07-21,Unknown,12,55,3.142857142857143,0,25.1,12
2020-07-21,Vancouver Coastal,891,72878,720.1428571428571,0.85,22.3,5422
2020-07-21,Vancouver Island,370,35207,338.14285714285717,0.38,24,2451
2020-07-22,BC,3100,244609,2535.8571428571427,1.39,22.5,17416
2020-07-22,Fraser,1185,90106,845.5714285714286,1.71,19,6219
2020-07-22,Interior,529,35186,537.7142857142857,2.15,29.2,2622
2020-07-22,Northern,110,9901,81.85714285714286,2.62,22.6,690
2020-07-22,Unknown,0,0,NA,0,0,0
2020-07-22,Vancouver Coastal,888,73766,730.1428571428571,0.78,21.9,5422
2020-07-22,Vancouver Island,388,35595,338.85714285714283,0.38,24,2451
2020-07-23,BC,2595,247204,2460,1.32,23.2,17416
2020-07-23,Fraser,1050,91156,858,1.7,21.2,6219
2020-07-23,Interior,205,35391,465.2857142857143,1.84,31.6,2622
2020-07-23,Northern,122,10023,86,2.66,19,690
2020-07-23,Unknown,0,0,NA,0,0,0
2020-07-23,Vancouver Coastal,789,74555,712.4285714285714,0.82,22.1,5422
2020-07-23,Vancouver Island,429,36024,336.57142857142856,0.34,24,2451
2020-07-24,BC,2755,249959,2448.5714285714284,1.18,23.1,17416
2020-07-24,Fraser,908,92064,867.2857142857143,1.48,20.6,6219
2020-07-24,Interior,160,35551,388.7142857142857,1.95,33.6,2622
2020-07-24,Northern,164,10187,92.57142857142857,2.16,22.9,690
2020-07-24,Unknown,0,0,NA,0,0,0
2020-07-24,Vancouver Coastal,1079,75634,751.5714285714286,0.72,22,5422
2020-07-24,Vancouver Island,444,36468,346.7142857142857,0.29,24,2451
2020-07-25,BC,2584,252543,2488,1.14,23.9,17416
2020-07-25,Fraser,911,92975,888.4285714285714,1.37,19.3,6219
2020-07-25,Interior,420,35971,374.57142857142856,1.68,34.2,2622
2020-07-25,Northern,94,10281,98.57142857142857,2.9,19,690
2020-07-25,Unknown,0,0,NA,0,0,0
2020-07-25,Vancouver Coastal,789,76423,774.5714285714286,0.77,22.1,5422
2020-07-25,Vancouver Island,370,36838,350.14285714285717,0.29,24,2451
2020-07-26,BC,1696,254239,2462.5714285714284,1.1,23.3,17202
2020-07-26,Fraser,636,93611,884.4285714285714,1.41,19.9,5879
2020-07-26,Interior,159,36130,336.14285714285717,1.7,27.4,2534
2020-07-26,Northern,81,10362,102.14285714285714,2.94,43,709
2020-07-26,Unknown,0,0,NA,0,0,0
2020-07-26,Vancouver Coastal,493,76916,779.1428571428571,0.72,21,5102
2020-07-26,Vancouver Island,327,37165,359,0.12,24,2978
2020-07-27,BC,1873,256112,2485.5714285714284,1.01,19,17202
2020-07-27,Fraser,669,94280,898.7142857142857,1.3,19,5879
2020-07-27,Interior,369,36499,339,1.47,20.1,2534
2020-07-27,Northern,48,10410,97,3.09,19,709
2020-07-27,Unknown,0,0,NA,0,0,0
2020-07-27,Vancouver Coastal,594,77510,789,0.62,16,5102
2020-07-27,Vancouver Island,193,37358,360.14285714285717,0.12,24,2978
2020-07-28,BC,2866,258978,2495.5714285714284,1.17,23.8,17202
2020-07-28,Fraser,1070,95350,918.4285714285714,1.79,23.4,5879
2020-07-28,Interior,425,36924,323.85714285714283,1.24,23.2,2534
2020-07-28,Northern,83,10493,100.28571428571429,3.85,21.9,709
2020-07-28,Unknown,0,0,NA,0,0,0
2020-07-28,Vancouver Coastal,894,78404,789.4285714285714,0.58,22,5102
2020-07-28,Vancouver Island,394,37752,363.57142857142856,0.08,24,2978
2020-07-29,BC,3264,262242,2519,1.08,23.2,17202
2020-07-29,Fraser,890,96240,876.2857142857143,1.83,19,5879
2020-07-29,Interior,643,37567,340.14285714285717,1.09,30.8,2534
2020-07-29,Northern,131,10624,103.28571428571429,2.77,43,709
2020-07-29,Unknown,0,0,NA,0,0,0
2020-07-29,Vancouver Coastal,813,79217,778.7142857142857,0.57,21.3,5102
2020-07-29,Vancouver Island,787,38539,420.57142857142856,0.03,24,2978
2020-07-30,BC,3157,265399,2599.285714285714,1.24,23.4,17202
2020-07-30,Fraser,990,97230,867.7142857142857,2.19,19.4,5879
2020-07-30,Interior,626,38193,400.2857142857143,1.03,19.4,2534
2020-07-30,Northern,157,10781,108.28571428571429,2.9,43,709
2020-07-30,Unknown,0,0,NA,0,0,0
2020-07-30,Vancouver Coastal,771,79988,776.1428571428571,0.7,22.3,5102
2020-07-30,Vancouver Island,613,39152,446.85714285714283,0.1,24,2978
2020-07-31,BC,2203,267602,2520.4285714285716,1.43,24,17202
2020-07-31,Fraser,822,98052,855.4285714285714,2.47,23.7,5879
2020-07-31,Interior,118,38311,394.2857142857143,1.01,31.7,2534
2020-07-31,Northern,119,10900,101.85714285714286,3.09,39.4,709
2020-07-31,Unknown,0,0,NA,0,0,0
2020-07-31,Vancouver Coastal,830,80818,740.5714285714286,0.98,21.2,5102
2020-07-31,Vancouver Island,314,39466,428.2857142857143,0.1,24,2978
2020-08-01,BC,2143,269745,2457.4285714285716,1.6,24,17202
2020-08-01,Fraser,802,98854,839.8571428571429,2.96,23,5879
2020-08-01,Interior,194,38505,362,0.99,31.6,2534
2020-08-01,Northern,90,10990,101.28571428571429,2.96,27.8,709
2020-08-01,Unknown,0,0,NA,0,0,0
2020-08-01,Vancouver Coastal,707,81525,728.8571428571429,1.04,24.6,5102
2020-08-01,Vancouver Island,350,39816,425.42857142857144,0.1,24,2978
2020-08-02,BC,1625,271370,2447.285714285714,1.74,22.8,16520
2020-08-02,Fraser,699,99553,848.8571428571429,3.21,19,6043
2020-08-02,Interior,162,38667,362.42857142857144,0.95,34.3,2585
2020-08-02,Northern,68,11058,99.42857142857143,2.87,25.8,531
2020-08-02,Unknown,0,0,NA,0,0,0
2020-08-02,Vancouver Coastal,400,81925,715.5714285714286,1.18,22.3,5153
2020-08-02,Vancouver Island,296,40112,421,0.14,24,2208
2020-08-03,BC,1364,272734,2374.5714285714284,1.85,22.2,16520
2020-08-03,Fraser,613,100166,840.8571428571429,3.38,22.3,6043
2020-08-03,Interior,258,38925,346.57142857142856,0.82,17.2,2585
2020-08-03,Northern,13,11071,94.42857142857143,3.03,11.5,531
2020-08-03,Unknown,0,0,NA,0,0,0
2020-08-03,Vancouver Coastal,369,82294,683.4285714285714,1.32,22.7,5153
2020-08-03,Vancouver Island,111,40223,409.2857142857143,0.17,24,2208
2020-08-04,BC,1891,274625,2235.285714285714,1.83,21.6,16520
2020-08-04,Fraser,649,100815,780.7142857142857,3.15,20.6,6043
2020-08-04,Interior,316,39241,331,1.04,17,2585
2020-08-04,Northern,52,11123,90,2.22,36.1,531
2020-08-04,Unknown,0,0,NA,0,0,0
2020-08-04,Vancouver Coastal,646,82940,648,1.57,22.6,5153
2020-08-04,Vancouver Island,228,40451,385.57142857142856,0.19,24,2208
2020-08-05,BC,2664,277289,2149.5714285714284,2.08,22.1,16520
2020-08-05,Fraser,859,101674,776.2857142857143,3.4,19,6043
2020-08-05,Interior,467,39708,305.85714285714283,1.07,18.6,2585
2020-08-05,Northern,77,11200,82.28571428571429,2.26,19,531
2020-08-05,Unknown,0,0,NA,0,0,0
2020-08-05,Vancouver Coastal,878,83818,657.2857142857143,1.89,22.1,5153
2020-08-05,Vancouver Island,383,40834,327.85714285714283,0.22,24,2208
2020-08-06,BC,3154,280443,2149.1428571428573,2.09,22.2,16520
2020-08-06,Fraser,1189,102863,804.7142857142857,3.23,20.4,6043
2020-08-06,Interior,388,40096,271.85714285714283,1.1,19.9,2585
2020-08-06,Northern,102,11302,74.42857142857143,1.92,19,531
2020-08-06,Unknown,0,0,NA,0,0,0
2020-08-06,Vancouver Coastal,1021,84839,693,2,21.5,5153
2020-08-06,Vancouver Island,454,41288,305.14285714285717,0.19,24,2208
2020-08-07,BC,2980,283423,2260.1428571428573,2,24,16520
2020-08-07,Fraser,1005,103868,830.8571428571429,3.27,21.9,6043
2020-08-07,Interior,563,40659,335.42857142857144,0.94,31.5,2585
2020-08-07,Northern,110,11412,73.14285714285714,1.37,22.4,531
2020-08-07,Unknown,0,0,NA,0,0,0
2020-08-07,Vancouver Coastal,901,85740,703.1428571428571,1.91,23.1,5153
2020-08-07,Vancouver Island,401,41689,317.57142857142856,0.18,24,2208
2020-08-08,BC,2842,286265,2360,1.89,24,16520
2020-08-08,Fraser,1029,104897,863.2857142857143,2.91,21.2,6043
2020-08-08,Interior,431,41090,369.2857142857143,0.85,31.6,2585
2020-08-08,Northern,109,11521,75.85714285714286,0.56,40.3,531
2020-08-08,Unknown,0,0,NA,0,0,0
2020-08-08,Vancouver Coastal,938,86678,736.1428571428571,2.06,23.8,5153
2020-08-08,Vancouver Island,335,42024,315.42857142857144,0.23,24,2208
2020-08-09,BC,2276,288541,2453,1.81,23.9,22353
2020-08-09,Fraser,987,105884,904.4285714285714,2.59,21.8,8426
2020-08-09,Interior,299,41389,388.85714285714283,0.73,24.4,3092
2020-08-09,Northern,54,11575,73.85714285714286,1.16,43,742
2020-08-09,Unknown,0,0,NA,0,0,0
2020-08-09,Vancouver Coastal,692,87370,777.8571428571429,2.17,23,7677
2020-08-09,Vancouver Island,244,42268,308,0.14,24,2415
2020-08-10,BC,2164,290705,2567.285714285714,1.93,21.8,22353
2020-08-10,Fraser,943,106827,951.5714285714286,2.78,19.8,8426
2020-08-10,Interior,268,41657,390.2857142857143,0.77,23.7,3092
2020-08-10,Northern,69,11644,81.85714285714286,1.75,43.2,742
2020-08-10,Unknown,0,0,NA,0,0,0
2020-08-10,Vancouver Coastal,688,88058,823.4285714285714,2.22,22,7677
2020-08-10,Vancouver Island,196,42464,320.14285714285717,0.09,24,2415
2020-08-11,BC,3139,293844,2745.5714285714284,2.03,23,22353
2020-08-11,Fraser,1049,107876,1008.7142857142857,2.85,20,8426
2020-08-11,Interior,480,42137,413.7142857142857,0.62,23.3,3092
2020-08-11,Northern,101,11745,88.85714285714286,1.93,19,742
2020-08-11,Unknown,0,0,NA,0,0,0
2020-08-11,Vancouver Coastal,1136,89194,893.4285714285714,2.48,23.2,7677
2020-08-11,Vancouver Island,373,42837,340.85714285714283,0.17,24,2415
2020-08-12,BC,3664,297508,2888.4285714285716,2.07,23.9,22353
2020-08-12,Fraser,1332,109208,1076.2857142857142,2.91,22.8,8426
2020-08-12,Interior,519,42656,421.14285714285717,0.54,27.6,3092
2020-08-12,Northern,102,11847,92.42857142857143,2.16,19,742
2020-08-12,Unknown,0,0,NA,0,0,0
2020-08-12,Vancouver Coastal,1322,90516,956.8571428571429,2.48,22.7,7677
2020-08-12,Vancouver Island,389,43226,341.7142857142857,0.17,24,2415
2020-08-13,BC,3806,301314,2981.5714285714284,2.18,24,22353
2020-08-13,Fraser,1434,110642,1111.2857142857142,3,24.1,8426
2020-08-13,Interior,599,43255,451.2857142857143,0.51,23.3,3092
2020-08-13,Northern,102,11949,92.42857142857143,2.47,26,742
2020-08-13,Unknown,0,0,NA,0,0,0
2020-08-13,Vancouver Coastal,1251,91767,989.7142857142857,2.67,22.1,7677
2020-08-13,Vancouver Island,420,43646,336.85714285714283,0.21,24,2415
2020-08-14,BC,4121,305435,3144.5714285714284,2.42,24,22353
2020-08-14,Fraser,1694,112336,1209.7142857142858,3.39,23,8426
2020-08-14,Interior,419,43674,430.7142857142857,0.73,31.4,3092
2020-08-14,Northern,191,12140,104,2.47,19,742
2020-08-14,Unknown,1,56,3,0,19,1
2020-08-14,Vancouver Coastal,1415,93182,1063.142857142857,2.66,22.8,7677
2020-08-14,Vancouver Island,401,44047,336.85714285714283,0.3,24,2415
2020-08-15,BC,3183,308618,3193.285714285714,2.46,22,22353
2020-08-15,Fraser,987,113323,1203.7142857142858,3.49,19,8426
2020-08-15,Interior,508,44182,441.7142857142857,0.78,26.7,3092
2020-08-15,Northern,123,12263,106,2.7,19,742
2020-08-15,Unknown,0,0,NA,0,0,0
2020-08-15,Vancouver Coastal,1173,94355,1096.7142857142858,2.68,22,7677
2020-08-15,Vancouver Island,392,44439,345,0.29,24,2415
2020-08-16,BC,3061,311679,3305.4285714285716,2.51,24,26223
2020-08-16,Fraser,1299,114622,1248.2857142857142,3.65,23.8,9910
2020-08-16,Interior,394,44576,455.2857142857143,0.72,24.4,3327
2020-08-16,Northern,89,12352,111,2.57,25.1,880
2020-08-16,Unknown,0,0,NA,0,0,0
2020-08-16,Vancouver Coastal,885,95240,1124.2857142857142,2.68,21.3,9049
2020-08-16,Vancouver Island,394,44833,366.42857142857144,0.31,24,3056
2020-08-17,BC,2222,313901,3313.714285714286,2.43,20.9,26223
2020-08-17,Fraser,745,115367,1220,3.56,20.3,9910
2020-08-17,Interior,329,44905,464,0.65,20.8,3327
2020-08-17,Northern,50,12402,108.28571428571429,2.51,7.3,880
2020-08-17,Unknown,0,0,NA,0,0,0
2020-08-17,Vancouver Coastal,837,96077,1145.5714285714287,2.59,19,9049
2020-08-17,Vancouver Island,261,45094,375.7142857142857,0.42,24,3056
2020-08-18,BC,3863,317764,3417.1428571428573,2.34,23.5,26223
2020-08-18,Fraser,1415,116782,1272.2857142857142,3.42,20.9,9910
2020-08-18,Interior,514,45419,468.85714285714283,0.61,23.1,3327
2020-08-18,Northern,120,12522,111,2.19,19,880
2020-08-18,Unknown,0,0,NA,0,0,0
2020-08-18,Vancouver Coastal,1339,97416,1174.5714285714287,2.49,23,9049
2020-08-18,Vancouver Island,475,45569,390.2857142857143,0.44,24,3056
2020-08-19,BC,4343,322107,3514.1428571428573,2.3,24,26223
2020-08-19,Fraser,1604,118386,1311.142857142857,3.33,25.7,9910
2020-08-19,Interior,625,46044,484,0.56,23.4,3327
2020-08-19,Northern,144,12666,117,1.95,19,880
2020-08-19,Unknown,0,0,NA,0,0,0
2020-08-19,Vancouver Coastal,1477,98893,1196.7142857142858,2.53,21.7,9049
2020-08-19,Vancouver Island,493,46062,405.14285714285717,0.46,24,3056
2020-08-20,BC,4541,326648,3619.1428571428573,2.3,23,26223
2020-08-20,Fraser,1756,120142,1357.142857142857,3.38,24,9910
2020-08-20,Interior,493,46537,468.85714285714283,0.7,22.7,3327
2020-08-20,Northern,168,12834,126.42857142857143,1.47,19,880
2020-08-20,Unknown,0,0,NA,0,0,0
2020-08-20,Vancouver Coastal,1602,100495,1246.857142857143,2.45,20.5,9049
2020-08-20,Vancouver Island,522,46584,419.7142857142857,0.41,24,3056
2020-08-21,BC,4076,330724,3612.714285714286,2.3,23.9,26223
2020-08-21,Fraser,1429,121571,1319.2857142857142,3.31,25.8,9910
2020-08-21,Interior,574,47111,491,0.49,24.5,3327
2020-08-21,Northern,187,13021,125.85714285714286,1.7,21.8,880
2020-08-21,Unknown,1,57,3,0,24,1
2020-08-21,Vancouver Coastal,1415,101910,1246.857142857143,2.62,20.5,9049
2020-08-21,Vancouver Island,470,47054,429.57142857142856,0.47,24,3056
2020-08-22,BC,4117,334841,3746.1428571428573,2.27,23.4,26223
2020-08-22,Fraser,1662,123233,1415.7142857142858,3.28,23.2,9910
2020-08-22,Interior,398,47509,475.2857142857143,0.57,26.6,3327
2020-08-22,Northern,122,13143,125.71428571428571,1.59,19,880
2020-08-22,Unknown,0,0,NA,0,0,0
2020-08-22,Vancouver Coastal,1494,103404,1292.7142857142858,2.45,19.9,9049
2020-08-22,Vancouver Island,441,47495,436.57142857142856,0.46,24,3056
2020-08-23,BC,2447,337288,3658.4285714285716,2.28,23.9,29476
2020-08-23,Fraser,841,124074,1350.2857142857142,3.32,25.1,11078
2020-08-23,Interior,318,47827,464.42857142857144,0.62,21.5,3354
2020-08-23,Northern,82,13225,124.71428571428571,1.26,35.6,897
2020-08-23,Unknown,0,0,NA,0,0,0
2020-08-23,Vancouver Coastal,815,104219,1282.7142857142858,2.49,19.8,11030
2020-08-23,Vancouver Island,391,47886,436.14285714285717,0.49,24,3116
2020-08-24,BC,2390,339678,3682.4285714285716,2.33,21.4,29476
2020-08-24,Fraser,944,125018,1378.7142857142858,3.31,26.1,11078
2020-08-24,Interior,282,48109,457.7142857142857,0.62,17.7,3354
2020-08-24,Northern,54,13279,125.28571428571429,1.03,19.2,897
2020-08-24,Unknown,0,0,NA,0,0,0
2020-08-24,Vancouver Coastal,769,104988,1273,2.68,17.7,11030
2020-08-24,Vancouver Island,341,48227,447.57142857142856,0.45,24,3116
2020-08-25,BC,4006,343684,3702.8571428571427,2.2,19.1,29476
2020-08-25,Fraser,1303,126321,1362.7142857142858,3.18,19.8,11078
2020-08-25,Interior,559,48668,464.14285714285717,0.58,21.4,3354
2020-08-25,Northern,109,13388,123.71428571428571,1.5,19,897
2020-08-25,Unknown,0,0,NA,0,0,0
2020-08-25,Vancouver Coastal,1572,106560,1306.2857142857142,2.44,19,11030
2020-08-25,Vancouver Island,463,48690,445.85714285714283,0.42,24,3116
2020-08-26,BC,4871,348555,3778.285714285714,2.19,24,29476
2020-08-26,Fraser,1962,128283,1413.857142857143,3.16,27.2,11078
2020-08-26,Interior,555,49223,454.14285714285717,0.5,23.1,3354
2020-08-26,Northern,136,13524,122.57142857142857,1.86,19,897
2020-08-26,Unknown,0,0,NA,0,0,0
2020-08-26,Vancouver Coastal,1721,108281,1341.142857142857,2.33,24.6,11030
2020-08-26,Vancouver Island,497,49187,446.42857142857144,0.48,24,3116
2020-08-27,BC,5765,354320,3953.1428571428573,2.11,24,29476
2020-08-27,Fraser,2235,130518,1482.2857142857142,2.97,29.4,11078
2020-08-27,Interior,600,49823,469.42857142857144,0.43,22.8,3354
2020-08-27,Northern,164,13688,122,2.22,19,897
2020-08-27,Unknown,0,0,NA,0,0,0
2020-08-27,Vancouver Coastal,2242,110523,1432.5714285714287,2.26,22.3,11030
2020-08-27,Vancouver Island,524,49711,446.7142857142857,0.51,24,3116
2020-08-28,BC,5266,359586,4123.142857142857,1.98,23.6,29476
2020-08-28,Fraser,2015,132533,1566,2.75,24.7,11078
2020-08-28,Interior,521,50344,461.85714285714283,0.43,23.6,3354
2020-08-28,Northern,167,13855,119.14285714285714,2.04,19,897
2020-08-28,Unknown,1,58,2.7142857142857144,0,44.9,1
2020-08-28,Vancouver Coastal,2089,112612,1528.857142857143,2.12,20.1,11030
2020-08-28,Vancouver Island,473,50184,447.14285714285717,0.38,24,3116
2020-08-29,BC,4731,364317,4210.857142857143,2.08,22.8,29476
2020-08-29,Fraser,1778,134311,1582.5714285714287,2.88,20.5,11078
2020-08-29,Interior,519,50863,479.14285714285717,0.51,26.2,3354
2020-08-29,Northern,185,14040,128.14285714285714,2.34,41.7,897
2020-08-29,Unknown,0,0,NA,0,0,0
2020-08-29,Vancouver Coastal,1822,114434,1575.7142857142858,2.2,19,11030
2020-08-29,Vancouver Island,427,50611,445.14285714285717,0.39,24,3116
2020-08-30,BC,3113,367430,4306,2.11,24,34052
2020-08-30,Fraser,876,135187,1587.5714285714287,2.92,25,11997
2020-08-30,Interior,364,51227,485.7142857142857,0.53,23.3,3418
2020-08-30,Northern,156,14196,138.71428571428572,2.68,43,1444
2020-08-30,Unknown,0,0,NA,0,0,0
2020-08-30,Vancouver Coastal,1274,115708,1641.2857142857142,2.25,20.6,13749
2020-08-30,Vancouver Island,443,51054,452.57142857142856,0.32,24,3442
2020-08-31,BC,2644,370074,4342.285714285715,2.09,23.9,34052
2020-08-31,Fraser,1219,136406,1626.857142857143,2.91,27.3,11997
2020-08-31,Interior,285,51512,486.14285714285717,0.53,19.6,3418
2020-08-31,Northern,102,14298,145.57142857142858,2.94,13.3,1444
2020-08-31,Unknown,0,0,NA,0,0,0
2020-08-31,Vancouver Coastal,735,116443,1636.4285714285713,2.15,19,13749
2020-08-31,Vancouver Island,303,51357,447.14285714285717,0.29,24,3442
2020-09-01,BC,5245,375319,4519.285714285715,2.15,19,34052
2020-09-01,Fraser,1632,138038,1673.857142857143,2.98,19,11997
2020-09-01,Interior,545,52057,484.14285714285717,0.59,18.8,3418
2020-09-01,Northern,271,14569,168.71428571428572,2.71,43,1444
2020-09-01,Unknown,0,0,NA,0,0,0
2020-09-01,Vancouver Coastal,2300,118743,1740.4285714285713,2.23,19,13749
2020-09-01,Vancouver Island,497,51854,452,0.25,24,3442
2020-09-02,BC,5764,381083,4646.857142857143,2.08,19.4,34052
2020-09-02,Fraser,2055,140093,1687.142857142857,2.9,19,11997
2020-09-02,Interior,574,52631,486.85714285714283,0.7,26.3,3418
2020-09-02,Northern,233,14802,182.57142857142858,2.43,19,1444
2020-09-02,Unknown,2,60,2.857142857142857,0,13.7,2
2020-09-02,Vancouver Coastal,2396,121139,1836.857142857143,2.14,19,13749
2020-09-02,Vancouver Island,504,52358,453,0.19,24,3442
2020-09-03,BC,6127,387210,4698.571428571428,2.17,21.7,34052
2020-09-03,Fraser,2205,142298,1682.857142857143,3.06,20.2,11997
2020-09-03,Interior,535,53166,477.57142857142856,0.75,25.6,3418
2020-09-03,Northern,215,15017,189.85714285714286,2.48,19,1444
2020-09-03,Unknown,0,0,NA,0,0,0
2020-09-03,Vancouver Coastal,2600,123739,1888,2.17,19,13749
2020-09-03,Vancouver Island,572,52930,459.85714285714283,0.25,24,3442
2020-09-04,BC,5279,392489,4700.428571428572,2.19,19,34052
2020-09-04,Fraser,1966,144264,1675.857142857143,3.14,19,11997
2020-09-04,Interior,534,53700,479.42857142857144,0.83,27.1,3418
2020-09-04,Northern,209,15226,195.85714285714286,2.55,19,1444
2020-09-04,Unknown,0,0,NA,0,0,0
2020-09-04,Vancouver Coastal,2058,125797,1883.5714285714287,2.12,19,13749
2020-09-04,Vancouver Island,512,53442,465.42857142857144,0.28,24,3442
2020-09-05,BC,5880,398369,4864.571428571428,2.13,21.4,34052
2020-09-05,Fraser,2044,146308,1713.857142857143,3.04,19,11997
2020-09-05,Interior,581,54281,488.2857142857143,0.67,29.1,3418
2020-09-05,Northern,258,15484,206.28571428571428,2.22,19,1444
2020-09-05,Unknown,0,0,NA,0,0,0
2020-09-05,Vancouver Coastal,2386,128183,1964.142857142857,2.16,19,13749
2020-09-05,Vancouver Island,611,54053,491.7142857142857,0.26,24,3442
2020-09-06,BC,3765,402134,4957.714285714285,2.15,24,34737
2020-09-06,Fraser,1469,147777,1798.5714285714287,3.03,22.5,13357
2020-09-06,Interior,7,54288,437.2857142857143,0.69,24,2021
2020-09-06,Northern,44,15528,190.28571428571428,2.48,14.4,1172
2020-09-06,Unknown,0,0,NA,0,0,0
2020-09-06,Vancouver Coastal,1774,129957,2035.5714285714287,2.11,25.6,14824
2020-09-06,Vancouver Island,471,54524,495.7142857142857,0.29,24,3355
2020-09-07,BC,3394,405528,5064.857142857143,2.18,21.7,34737
2020-09-07,Fraser,1438,149215,1829.857142857143,3.08,22.2,13357
2020-09-07,Interior,355,54643,447.2857142857143,0.64,21.2,2021
2020-09-07,Northern,106,15634,190.85714285714286,2.25,67,1172
2020-09-07,Unknown,1,61,2.857142857142857,0,19.8,8
2020-09-07,Vancouver Coastal,1244,131201,2108.285714285714,2.15,19,14824
2020-09-07,Vancouver Island,250,54774,488.14285714285717,0.29,24,3355
2020-09-08,BC,3575,409103,4826.285714285715,2.39,20,34737
2020-09-08,Fraser,1458,150673,1805,3.48,19,13357
2020-09-08,Interior,333,54976,417,0.58,21.4,2021
2020-09-08,Northern,137,15771,171.71428571428572,2.25,43,1172
2020-09-08,Unknown,0,0,NA,0,0,0
2020-09-08,Vancouver Coastal,1266,132467,1960.5714285714287,2.27,19,14824
2020-09-08,Vancouver Island,381,55155,471.57142857142856,0.33,24,3355
2020-09-09,BC,6013,415116,4861.857142857143,2.48,19,34737
2020-09-09,Fraser,2174,152847,1822,3.43,19,13357
2020-09-09,Interior,535,55511,411.42857142857144,0.49,23.5,2021
2020-09-09,Northern,177,15948,163.71428571428572,3.14,19,1172
2020-09-09,Unknown,0,0,NA,0,0,0
2020-09-09,Vancouver Coastal,2522,134989,1978.5714285714287,2.48,19,14824
2020-09-09,Vancouver Island,605,55760,486,0.35,24,3355
2020-09-10,BC,6553,421669,4922.714285714285,2.4,24,34737
2020-09-10,Fraser,2288,155135,1833.857142857143,3.35,24.6,13357
2020-09-10,Interior,606,56117,421.57142857142856,0.37,24,2021
2020-09-10,Northern,286,16234,173.85714285714286,2.55,19,1172
2020-09-10,Unknown,1,62,2.7142857142857144,0,19,8
2020-09-10,Vancouver Coastal,2796,137785,2006.5714285714287,2.45,23.9,14824
2020-09-10,Vancouver Island,576,56336,486.57142857142856,0.32,24,3355
2020-09-11,BC,5748,427417,4989.714285714285,2.47,24,34737
2020-09-11,Fraser,2375,157510,1892.2857142857142,3.19,26.3,13357
2020-09-11,Interior,106,56223,360.42857142857144,0.28,7.9,2021
2020-09-11,Northern,174,16408,168.85714285714286,2.71,43,1172
2020-09-11,Unknown,5,67,1.7142857142857142,0,43,8
2020-09-11,Vancouver Coastal,2496,140281,2069.1428571428573,2.67,23.5,14824
2020-09-11,Vancouver Island,592,56928,498,0.37,24,3355
2020-09-12,BC,5689,433106,4962.428571428572,2.44,23.9,34737
2020-09-12,Fraser,2155,159665,1908.142857142857,3.01,21.3,13357
2020-09-12,Interior,79,56302,288.7142857142857,0.3,7.8,2021
2020-09-12,Northern,248,16656,167.42857142857142,2.9,43,1172
2020-09-12,Unknown,1,68,1.7142857142857142,0,43,8
2020-09-12,Vancouver Coastal,2726,143007,2117.714285714286,2.64,24.3,14824
2020-09-12,Vancouver Island,480,57408,479.2857142857143,0.39,24,3355
2020-09-13,BC,5238,438344,5172.857142857143,2.28,28.8,41749
2020-09-13,Fraser,2021,161686,1987,2.79,43,15808
2020-09-13,Interior,491,56793,357.85714285714283,0.4,25.4,3828
2020-09-13,Northern,24,16680,164.57142857142858,2.69,67,1493
2020-09-13,Unknown,1,69,1.7142857142857142,0,43,102
2020-09-13,Vancouver Coastal,2161,145168,2173,2.53,35.8,16763
2020-09-13,Vancouver Island,540,57948,489.14285714285717,0.35,24,3755
2020-09-14,BC,3722,442066,5219.714285714285,2.26,24,41749
2020-09-14,Fraser,1529,163215,2000,2.72,30.9,15808
2020-09-14,Interior,361,57154,358.7142857142857,0.56,19.9,3828
2020-09-14,Northern,274,16954,188.57142857142858,3.03,67,1493
2020-09-14,Unknown,38,107,7,0,19,102
2020-09-14,Vancouver Coastal,1174,146342,2163,2.5,19,16763
2020-09-14,Vancouver Island,346,58294,502.85714285714283,0.34,24,3755
2020-09-15,BC,6801,448867,5680.571428571428,2.16,19,41749
2020-09-15,Fraser,2524,165739,2152.285714285714,2.53,19,15808
2020-09-15,Interior,548,57702,389.42857142857144,0.77,22.2,3828
2020-09-15,Northern,177,17131,194.28571428571428,3.24,24.9,1493
2020-09-15,Unknown,22,129,9.857142857142858,0,19,102
2020-09-15,Vancouver Coastal,3025,149367,2414.285714285714,2.37,19,16763
2020-09-15,Vancouver Island,505,58799,520.5714285714286,0.27,24,3755
2020-09-16,BC,7350,456217,5871.571428571428,2.12,19.5,41749
2020-09-16,Fraser,2827,168566,2245.5714285714284,2.58,19,15808
2020-09-16,Interior,621,58323,401.7142857142857,1,26,3828
